player_slug,player_name,season_name,competition_name,injury_reason,from_date,end_date,days_missed,games_missed
emir-karic,Emir Karic (286596),19/20,Bundesliga,muscular problems,2019-12-07,2019-12-31,25.0,2
emir-karic,Emir Karic (286596),19/20,Bundesliga,Ankle problems,2019-09-22,2019-10-04,13.0,3
emir-karic,Emir Karic (286596),17/18,,Ill,2017-08-06,2017-08-24,19.0,4
florian-jaritz,Florian Jaritz (286747),23/24,Bundesliga,Hamstring injury,2024-02-28,2024-04-06,39.0,4
florian-jaritz,Florian Jaritz (286747),22/23,Bundesliga,Torn ankle ligaments,2022-08-01,2022-09-10,41.0,6
florian-jaritz,Florian Jaritz (286747),20/21,,Knee injury,2021-04-14,2021-06-30,78.0,9
florian-jaritz,Florian Jaritz (286747),19/20,,Cheekbone bruise,2019-08-05,2019-08-08,4.0,0
florian-jaritz,Florian Jaritz (286747),19/20,,concussion,2019-08-05,2019-08-08,4.0,0
florian-jaritz,Florian Jaritz (286747),19/20,,Muscle fiber tear,2019-07-18,2019-08-03,17.0,2
florian-jaritz,Florian Jaritz (286747),18/19,,unknown injury,2019-05-10,2019-05-30,21.0,4
jorge-mere,Jorge Meré (286779),23/24,LaLiga,Cruciate ligament tear,2024-04-24,2025-01-01,253.0,0
jorge-mere,Jorge Meré (286779),20/21,Bundesliga,Thigh problems,2020-11-25,2020-12-08,14.0,2
jorge-mere,Jorge Meré (286779),20/21,Bundesliga,Fitness,2020-09-26,2020-10-03,8.0,2
jorge-mere,Jorge Meré (286779),19/20,Bundesliga,Knee bruise,2020-06-13,2020-06-17,5.0,2
jorge-mere,Jorge Meré (286779),19/20,Bundesliga,ankle sprain,2020-02-02,2020-02-16,15.0,2
jorge-mere,Jorge Meré (286779),19/20,Bundesliga,Muscle injury,2019-11-15,2019-12-03,19.0,2
jorge-mere,Jorge Meré (286779),17/18,Bundesliga,strain,2017-12-04,2017-12-12,9.0,2
jorge-mere,Jorge Meré (286779),17/18,Bundesliga,Hip problems,2017-10-12,2017-10-23,12.0,3
felix-gschossmann,Felix Gschossmann (286798),22/23,,Torn muscle fiber,2022-07-07,2022-08-11,36.0,4
felix-gschossmann,Felix Gschossmann (286798),19/20,,Calf injury,2020-02-20,2020-06-04,106.0,3
jordi-calavera,Jordi Calavera (286849),18/19,LaLiga,Muscle injury,2018-11-02,2019-04-22,172.0,24
jordi-calavera,Jordi Calavera (286849),18/19,LaLiga,Hamstring injury,2018-09-06,2018-10-30,55.0,7
jordi-calavera,Jordi Calavera (286849),17/18,,Torn muscle fiber,2018-01-14,2018-02-07,25.0,3
jordi-calavera,Jordi Calavera (286849),17/18,,Muscle injury,2017-12-04,2017-12-18,15.0,2
gojko-kacar,Gojko Kacar (28683),17/18,Bundesliga,Adductor pain,2018-01-31,2018-02-01,2.0,0
gojko-kacar,Gojko Kacar (28683),17/18,Bundesliga,minor knock,2017-08-10,2017-08-24,15.0,2
josh-sims,Josh Sims (286919),21/22,,Fitness,2022-02-20,2022-04-18,58.0,6
ramon-folch,Ramón Folch (286841),18/19,,Muscle injury,2018-08-08,2018-09-05,29.0,3
adam-masina,Adam Masina (286949),23/24,Serie A,muscular problems,2023-08-19,2023-10-27,70.0,12
adam-masina,Adam Masina (286949),22/23,Serie A,Adductor pain,2023-03-10,2023-04-01,23.0,4
adam-masina,Adam Masina (286949),22/23,Serie A,Cruciate ligament tear,2022-08-31,2023-02-10,164.0,29
adam-masina,Adam Masina (286949),20/21,,Tendon tear,2020-09-09,2020-12-21,104.0,26
joe-lolley,Joe Lolley (287167),23/24,,Hamstring injury,2024-05-05,2024-09-01,120.0,3
joe-lolley,Joe Lolley (287167),22/23,,Hamstring injury,2023-04-30,2023-05-04,5.0,0
joe-lolley,Joe Lolley (287167),21/22,,Knee injury,2021-12-25,2022-02-05,43.0,7
joe-lolley,Joe Lolley (287167),21/22,,Ill,2021-08-17,2021-08-30,14.0,4
dejan-ljubicic,Dejan Ljubicic (287188),23/24,Bundesliga,Ill,2024-04-17,2024-05-15,29.0,4
dejan-ljubicic,Dejan Ljubicic (287188),23/24,Bundesliga,Ill,2024-03-13,2024-03-17,5.0,1
dejan-ljubicic,Dejan Ljubicic (287188),23/24,Bundesliga,Ill,2024-01-01,2024-01-15,15.0,1
dejan-ljubicic,Dejan Ljubicic (287188),23/24,Bundesliga,Ankle injury,2023-08-06,2023-08-15,10.0,1
dejan-ljubicic,Dejan Ljubicic (287188),22/23,Bundesliga,cold,2023-02-07,2023-02-13,7.0,1
dejan-ljubicic,Dejan Ljubicic (287188),22/23,Bundesliga,Knee medial ligament tear,2022-10-10,2022-12-31,83.0,11
dejan-ljubicic,Dejan Ljubicic (287188),21/22,Bundesliga,Ill,2021-10-14,2021-10-18,5.0,1
dejan-ljubicic,Dejan Ljubicic (287188),20/21,Bundesliga,Knock,2021-01-25,2021-02-22,29.0,5
dejan-ljubicic,Dejan Ljubicic (287188),20/21,Bundesliga,Torn ankle ligaments,2020-11-05,2021-01-04,61.0,14
dejan-ljubicic,Dejan Ljubicic (287188),19/20,Bundesliga,Knock,2020-02-13,2020-03-09,26.0,4
dejan-ljubicic,Dejan Ljubicic (287188),19/20,Bundesliga,Ill,2019-08-29,2019-09-02,5.0,1
dejan-ljubicic,Dejan Ljubicic (287188),19/20,Bundesliga,Pubic bone irritation,2019-07-01,2019-08-19,50.0,5
denis-bosnjak,Denis Bosnjak (287182),22/23,,Knee problems,2022-07-11,2022-08-18,39.0,4
denis-bosnjak,Denis Bosnjak (287182),21/22,,Knee injury,2022-04-07,2022-05-12,36.0,5
denis-bosnjak,Denis Bosnjak (287182),21/22,,Ill,2022-04-02,2022-04-04,3.0,1
denis-bosnjak,Denis Bosnjak (287182),20/21,,Metatarsal fracture,2020-10-30,2021-03-19,141.0,11
alex-sobczyk,Alex Sobczyk (287191),23/24,,unknown injury,2023-09-17,2023-10-26,40.0,6
alex-sobczyk,Alex Sobczyk (287191),21/22,,unknown injury,2021-08-16,2022-06-30,319.0,35
ben-maher,Ben Maher (287430),22/23,,unknown injury,2022-08-19,2022-11-12,86.0,13
alfie-mawson,Alfie Mawson (287431),20/21,,Cruciate ligament tear,2021-02-10,2021-06-01,112.0,17
alfie-mawson,Alfie Mawson (287431),20/21,,Knee surgery,2020-10-21,2021-01-14,86.0,17
alfie-mawson,Alfie Mawson (287431),19/20,,Fitness,2020-06-01,2020-07-06,36.0,4
alfie-mawson,Alfie Mawson (287431),19/20,,Knee surgery,2020-01-20,2020-05-31,133.0,10
alfie-mawson,Alfie Mawson (287431),19/20,,Knee injury,2019-07-27,2019-07-31,5.0,0
alfie-mawson,Alfie Mawson (287431),18/19,Premier League,Knee surgery,2018-12-29,2019-04-27,120.0,18
alfie-mawson,Alfie Mawson (287431),18/19,Premier League,Knee injury,2018-06-14,2018-08-27,75.0,3
pawel-jaroszynski,Pawel Jaroszynski (287600),22/23,Serie A,unknown injury,2022-10-27,2023-01-29,95.0,3
pawel-jaroszynski,Pawel Jaroszynski (287600),22/23,Serie A,Adductor pain,2022-08-04,2022-08-26,23.0,3
pawel-jaroszynski,Pawel Jaroszynski (287600),21/22,Serie A,Corona virus,2022-01-14,2022-01-22,9.0,1
pawel-jaroszynski,Pawel Jaroszynski (287600),21/22,Serie A,Muscle fatigue,2021-08-29,2021-09-12,15.0,2
pawel-jaroszynski,Pawel Jaroszynski (287600),18/19,Serie A,unknown injury,2019-04-01,2019-05-03,33.0,5
pawel-jaroszynski,Pawel Jaroszynski (287600),17/18,Serie A,muscular problems,2018-03-26,2018-04-13,19.0,4
sofyan-amrabat,Sofyan Amrabat (287579),23/24,Premier League,unknown injury,2023-08-21,2023-09-20,31.0,7
sofyan-amrabat,Sofyan Amrabat (287579),23/24,Serie A,unknown injury,2023-08-21,2023-09-20,31.0,7
sofyan-amrabat,Sofyan Amrabat (287579),22/23,Serie A,Rest,2023-05-20,2023-05-22,3.0,1
sofyan-amrabat,Sofyan Amrabat (287579),22/23,Serie A,Rest,2023-05-02,2023-05-05,4.0,3
sofyan-amrabat,Sofyan Amrabat (287579),22/23,Serie A,Lumbago,2023-04-16,2023-04-21,6.0,2
sofyan-amrabat,Sofyan Amrabat (287579),22/23,Serie A,Back problems,2022-11-01,2022-11-05,5.0,1
sofyan-amrabat,Sofyan Amrabat (287579),21/22,Serie A,influenza,2022-03-17,2022-03-21,5.0,3
sofyan-amrabat,Sofyan Amrabat (287579),21/22,Serie A,Pubalgia,2021-07-14,2021-08-23,41.0,2
sofyan-amrabat,Sofyan Amrabat (287579),20/21,Serie A,Bruised back,2021-03-07,2021-03-21,15.0,3
sofyan-amrabat,Sofyan Amrabat (287579),19/20,Serie A,Muscle fatigue,2020-07-04,2020-07-07,4.0,1
sofyan-amrabat,Sofyan Amrabat (287579),18/19,,Muscle strain,2019-04-26,2019-04-30,5.0,1
sofyan-amrabat,Sofyan Amrabat (287579),18/19,,muscular problems,2018-12-25,2018-12-29,5.0,1
sofyan-amrabat,Sofyan Amrabat (287579),18/19,,Knock,2018-12-13,2018-12-16,4.0,1
sofyan-amrabat,Sofyan Amrabat (287579),18/19,,Ankle injury,2018-09-27,2018-10-08,12.0,3
assane-diousse,Assane Dioussé (287635),20/21,Ligue 1,unknown injury,2021-04-07,2021-04-17,11.0,3
assane-diousse,Assane Dioussé (287635),20/21,Ligue 1,unknown injury,2020-12-12,2020-12-21,10.0,3
assane-diousse,Assane Dioussé (287635),20/21,Ligue 1,Injury to the ankle,2020-11-22,2020-11-28,7.0,2
luca-valzania,Luca Valzania (287663),22/23,,Cruciate ligament injury,2023-02-27,2023-09-25,211.0,19
mohamed-fares,Mohamed Fares (287700),23/24,,unknown injury,2023-11-27,2024-02-14,80.0,11
mohamed-fares,Mohamed Fares (287700),21/22,Serie A,Cruciate ligament tear,2022-01-18,2022-10-10,266.0,29
mohamed-fares,Mohamed Fares (287700),21/22,Serie A,Muscle injury,2021-10-23,2021-12-26,65.0,11
mohamed-fares,Mohamed Fares (287700),20/21,Serie A,Knee injury,2021-03-17,2021-03-30,14.0,4
mohamed-fares,Mohamed Fares (287700),20/21,Serie A,Adductor injury,2020-12-14,2021-01-19,37.0,7
mohamed-fares,Mohamed Fares (287700),19/20,Serie A,Thigh problems,2020-07-02,2020-07-20,19.0,5
mohamed-fares,Mohamed Fares (287700),19/20,Serie A,Cruciate ligament tear,2019-08-09,2020-02-03,179.0,32
mohamed-fares,Mohamed Fares (287700),17/18,Serie A,Knee problems,2017-12-13,2018-01-04,23.0,4
mohamed-fares,Mohamed Fares (287700),17/18,Serie A,Ligament stretching,2017-09-12,2017-09-22,11.0,2
emanuele-ndoj,Emanuele Ndoj (287717),21/22,,flu,2021-11-18,2021-11-27,10.0,2
emanuele-ndoj,Emanuele Ndoj (287717),20/21,,Patellar tendon tear,2020-11-08,2021-01-31,85.0,15
emanuele-ndoj,Emanuele Ndoj (287717),19/20,Serie A,unknown injury,2020-07-18,2020-07-26,9.0,3
emanuele-ndoj,Emanuele Ndoj (287717),19/20,Serie A,Muscle fatigue,2020-06-21,2020-07-06,16.0,4
emanuele-ndoj,Emanuele Ndoj (287717),19/20,Serie A,Thigh problems,2019-12-21,2020-01-08,19.0,2
emanuele-ndoj,Emanuele Ndoj (287717),19/20,Serie A,Ankle surgery,2019-07-19,2019-10-22,96.0,16
antonio-palumbo,Antonio Palumbo (287863),21/22,,Corona virus,2021-11-24,2021-12-17,24.0,5
antonio-palumbo,Antonio Palumbo (287863),20/21,Serie A,unknown injury,2021-03-22,2021-05-21,61.0,8
antonio-palumbo,Antonio Palumbo (287863),18/19,,Thigh problems,2019-03-05,2019-03-22,18.0,3
antonio-palumbo,Antonio Palumbo (287863),18/19,,Hamstring strain,2019-02-05,2019-02-21,17.0,5
antonio-palumbo,Antonio Palumbo (287863),18/19,,muscular problems,2018-09-14,2018-09-18,5.0,1
antonino-la-gumina,Antonino La Gumina (287876),22/23,,unknown injury,2023-04-20,2023-07-01,73.0,5
antonino-la-gumina,Antonino La Gumina (287876),19/20,Serie A,Corona virus,2020-03-13,2020-04-23,42.0,0
antonino-la-gumina,Antonino La Gumina (287876),18/19,Serie A,Patellar tendon tear,2019-03-11,2019-06-01,83.0,12
antonino-la-gumina,Antonino La Gumina (287876),18/19,Serie A,Hamstring muscle injury,2019-01-02,2019-02-09,39.0,4
fabrizio-alastra,Fabrizio Alastra (287871),21/22,,unknown injury,2021-11-26,2022-01-10,46.0,5
luca-fiordilino,Luca Fiordilino (287875),21/22,Serie A,Inguinal hernia,2021-10-22,2021-11-24,34.0,5
luca-fiordilino,Luca Fiordilino (287875),21/22,Serie A,Shoulder injury,2021-09-16,2021-09-26,11.0,2
tim-skarke,Tim Skarke (287920),22/23,Bundesliga,flesh wound,2023-04-15,2023-05-01,17.0,2
tim-skarke,Tim Skarke (287920),22/23,Bundesliga,Foot bruise,2023-02-18,2023-03-31,42.0,5
tim-skarke,Tim Skarke (287920),21/22,,Adductor injury,2021-08-06,2021-11-26,113.0,13
tim-skarke,Tim Skarke (287920),21/22,,Corona virus,2021-07-28,2021-08-05,9.0,1
tim-skarke,Tim Skarke (287920),20/21,,Adductor pain,2021-04-13,2021-04-19,7.0,1
manuel-maranda,Manuel Maranda (287995),21/22,,Corona virus,2021-10-02,2021-10-16,15.0,1
manuel-maranda,Manuel Maranda (287995),20/21,Bundesliga,Adductor pain,2021-01-22,2021-04-02,71.0,10
manuel-maranda,Manuel Maranda (287995),19/20,,Fitness,2020-06-02,2020-06-28,27.0,8
manuel-maranda,Manuel Maranda (287995),19/20,,Quarantine,2020-05-18,2020-06-01,15.0,1
manuel-maranda,Manuel Maranda (287995),19/20,,Hairline crack in foot,2020-01-17,2020-04-30,105.0,7
manuel-maranda,Manuel Maranda (287995),17/18,Bundesliga,Ankle injury,2018-02-02,2018-02-16,15.0,2
patrick-burger,Patrick Bürger (28802),20/21,,Adductor pain,2020-10-22,2020-11-26,36.0,5
patrick-burger,Patrick Bürger (28802),18/19,Bundesliga,Stomach flu,2019-03-27,2019-03-31,5.0,1
patrick-burger,Patrick Bürger (28802),18/19,Bundesliga,Elbow injury,2018-08-26,2018-10-25,61.0,18
florian-mader,Florian Mader (2881),18/19,,Torn ankle ligaments,2018-09-25,2018-10-18,24.0,3
florian-mader,Florian Mader (2881),17/18,,surgery,2018-02-22,2018-07-20,149.0,16
pascal-grunwald,Pascal Grünwald (2882),19/20,Bundesliga,unknown injury,2020-01-01,2020-06-01,153.0,5
pascal-grunwald,Pascal Grünwald (2882),19/20,Bundesliga,Torn muscle fiber,2019-09-13,2019-10-04,22.0,4
ousmane-dembele,Ousmane Dembélé (288230),23/24,Ligue 1,unknown injury,2023-12-18,2024-01-08,22.0,3
ousmane-dembele,Ousmane Dembélé (288230),22/23,LaLiga,Hamstring injury,2023-01-29,2023-04-28,90.0,19
ousmane-dembele,Ousmane Dembélé (288230),21/22,LaLiga,Corona virus,2021-12-29,2022-01-05,8.0,2
ousmane-dembele,Ousmane Dembélé (288230),21/22,LaLiga,Hamstring injury,2021-11-04,2021-11-22,19.0,4
ousmane-dembele,Ousmane Dembélé (288230),20/21,LaLiga,Knee injury,2021-06-20,2021-11-01,135.0,21
ousmane-dembele,Ousmane Dembélé (288230),20/21,LaLiga,unknown injury,2021-04-21,2021-04-23,3.0,1
ousmane-dembele,Ousmane Dembélé (288230),20/21,LaLiga,Hamstring injury,2020-12-06,2020-12-28,23.0,5
ousmane-dembele,Ousmane Dembélé (288230),19/20,LaLiga,Hamstring injury,2020-02-04,2020-08-13,192.0,19
ousmane-dembele,Ousmane Dembélé (288230),19/20,LaLiga,Muscle tear,2019-11-28,2020-02-02,67.0,13
ousmane-dembele,Ousmane Dembélé (288230),19/20,LaLiga,muscular problems,2019-09-27,2019-09-30,4.0,1
ousmane-dembele,Ousmane Dembélé (288230),19/20,LaLiga,Hamstring injury,2019-08-19,2019-09-22,35.0,7
jeremy-gelin,Jérémy Gélin (288237),22/23,,unknown injury,2023-01-29,2023-03-11,42.0,6
jeremy-gelin,Jérémy Gélin (288237),21/22,,Cruciate ligament tear,2021-07-09,2022-05-09,305.0,47
jeremy-gelin,Jérémy Gélin (288237),20/21,Ligue 1,Partial muscle tear,2021-03-01,2021-03-29,29.0,3
jeremy-gelin,Jérémy Gélin (288237),18/19,Ligue 1,Knock,2018-10-28,2018-12-03,37.0,10
enock-kwateng,Enock Kwateng (288241),22/23,,Fitness,2023-03-27,2023-04-30,35.0,7
enock-kwateng,Enock Kwateng (288241),22/23,,unknown injury,2023-03-01,2023-03-27,27.0,3
denis-will-poha,Denis-Will Poha (288248),22/23,,unknown injury,2023-06-05,2023-06-30,26.0,1
denis-will-poha,Denis-Will Poha (288248),22/23,,unknown injury,2023-04-13,2023-04-20,8.0,1
jeremiah-st-juste,Jeremiah St. Juste (288253),23/24,,Foot injury,2024-01-28,2024-02-20,24.0,5
jeremiah-st-juste,Jeremiah St. Juste (288253),23/24,,Ankle injury,2023-12-05,2024-01-21,48.0,9
jeremiah-st-juste,Jeremiah St. Juste (288253),22/23,,Muscle injury,2023-04-14,2023-10-12,182.0,18
jeremiah-st-juste,Jeremiah St. Juste (288253),22/23,,unknown injury,2022-11-20,2023-01-05,47.0,5
jeremiah-st-juste,Jeremiah St. Juste (288253),22/23,,unknown injury,2022-10-10,2022-10-24,15.0,3
jeremiah-st-juste,Jeremiah St. Juste (288253),22/23,,muscular problems,2022-09-08,2022-09-27,20.0,3
jeremiah-st-juste,Jeremiah St. Juste (288253),22/23,,Ankle injury,2022-07-04,2022-08-01,29.0,0
jeremiah-st-juste,Jeremiah St. Juste (288253),21/22,Bundesliga,Shoulder injury,2022-02-10,2022-04-28,78.0,10
jeremiah-st-juste,Jeremiah St. Juste (288253),21/22,Bundesliga,Shoulder injury,2021-10-04,2021-12-31,89.0,11
jeremiah-st-juste,Jeremiah St. Juste (288253),20/21,Bundesliga,Thigh problems,2021-01-13,2021-01-21,9.0,2
jeremiah-st-juste,Jeremiah St. Juste (288253),19/20,Bundesliga,Knee problems,2020-05-27,2020-06-01,6.0,2
michael-verrips,Michael Verrips (288259),23/24,,Arm injury,2024-04-14,2024-05-14,31.0,4
michael-verrips,Michael Verrips (288259),22/23,,unknown injury,2023-04-19,2023-06-30,73.0,5
michael-verrips,Michael Verrips (288259),22/23,,Shoulder injury,2022-10-08,2022-12-31,85.0,6
michael-verrips,Michael Verrips (288259),21/22,,Corona virus,2022-02-03,2022-02-08,6.0,1
michael-verrips,Michael Verrips (288259),19/20,Premier League,Head injury,2020-01-06,2020-01-17,12.0,1
donny-van-de-beek,Donny van de Beek (288255),23/24,Bundesliga,Heel problems,2024-05-03,2024-07-03,62.0,3
donny-van-de-beek,Donny van de Beek (288255),23/24,Premier League,Heel problems,2024-05-03,2024-07-03,62.0,3
donny-van-de-beek,Donny van de Beek (288255),22/23,Premier League,Knee collateral ligament strain,2023-01-03,2023-06-30,179.0,38
donny-van-de-beek,Donny van de Beek (288255),22/23,Premier League,Shingles,2022-09-03,2022-10-24,52.0,10
donny-van-de-beek,Donny van de Beek (288255),21/22,Premier League,Thigh problems,2022-04-21,2022-05-16,26.0,5
donny-van-de-beek,Donny van de Beek (288255),21/22,Premier League,Thigh problems,2022-03-31,2022-04-11,12.0,3
donny-van-de-beek,Donny van de Beek (288255),21/22,Premier League,Groin injury,2021-06-07,2021-07-12,36.0,0
donny-van-de-beek,Donny van de Beek (288255),20/21,Premier League,Muscle injury,2021-03-01,2021-03-15,15.0,4
donny-van-de-beek,Donny van de Beek (288255),19/20,,Hamstring injury,2019-08-22,2019-09-23,33.0,7
donny-van-de-beek,Donny van de Beek (288255),18/19,,Groin injury,2018-05-31,2018-07-02,33.0,1
zlatko-dedic,Zlatko Dedic (28835),20/21,Bundesliga,Torn muscle fiber,2021-04-18,2021-05-11,24.0,5
zlatko-dedic,Zlatko Dedic (28835),20/21,Bundesliga,Torn muscle fiber,2021-02-19,2021-03-13,23.0,4
zlatko-dedic,Zlatko Dedic (28835),18/19,Bundesliga,Hamstring injury,2018-09-16,2018-10-06,21.0,4
zlatko-dedic,Zlatko Dedic (28835),17/18,,Back problems,2018-04-04,2018-04-11,8.0,1
phillip-tietz,Phillip Tietz (288340),20/21,,influenza,2021-05-15,2021-05-17,3.0,1
phillip-tietz,Phillip Tietz (288340),19/20,,Quarantine,2020-03-15,2020-03-29,15.0,0
phillip-tietz,Phillip Tietz (288340),19/20,,Meniscus injury,2019-08-11,2019-12-16,128.0,16
phillip-tietz,Phillip Tietz (288340),18/19,,Groin problems,2019-05-08,2019-05-13,6.0,1
phillip-tietz,Phillip Tietz (288340),18/19,,Ill,2018-11-02,2018-11-09,8.0,1
dominik-franke,Dominik Franke (288348),22/23,,Ill,2023-02-18,2023-03-05,16.0,3
dominik-franke,Dominik Franke (288348),22/23,,Foot surgery,2022-11-16,2023-01-09,55.0,0
dominik-franke,Dominik Franke (288348),20/21,,Ankle injury,2020-11-22,2021-02-01,72.0,11
dominik-franke,Dominik Franke (288348),19/20,,Quarantine,2020-03-15,2020-03-29,15.0,0
dominik-franke,Dominik Franke (288348),17/18,Bundesliga,Calf problems,2017-07-07,2017-07-08,2.0,0
dominik-franke,Dominik Franke (288348),17/18,Bundesliga,infection,2017-07-02,2017-07-04,3.0,1
markel-areitio,Markel Areitio (288371),21/22,,Cruciate ligament tear,2021-03-19,2022-06-30,469.0,1
mads-pedersen,Mads Pedersen (288429),23/24,Bundesliga,Ankle injury,2023-12-21,2023-12-31,11.0,0
mads-pedersen,Mads Pedersen (288429),22/23,Bundesliga,unknown injury,2023-02-08,2023-02-21,14.0,2
mads-pedersen,Mads Pedersen (288429),22/23,Bundesliga,minor knock,2022-10-31,2022-11-03,4.0,0
mads-pedersen,Mads Pedersen (288429),21/22,Bundesliga,Corona virus,2022-04-07,2022-04-14,8.0,1
mads-pedersen,Mads Pedersen (288429),20/21,Bundesliga,Adductor pain,2021-03-08,2021-03-18,11.0,1
mads-pedersen,Mads Pedersen (288429),20/21,Bundesliga,Muscle injury,2020-11-12,2020-12-21,40.0,6
mads-pedersen,Mads Pedersen (288429),19/20,Bundesliga,minor knock,2020-02-10,2020-02-20,11.0,1
mads-pedersen,Mads Pedersen (288429),18/19,,Knock,2018-09-03,2018-12-03,92.0,11
mads-pedersen,Mads Pedersen (288429),17/18,,Knock,2018-02-01,2018-02-26,26.0,3
mads-pedersen,Mads Pedersen (288429),17/18,,Torn lateral knee ligament,2017-09-11,2017-11-02,53.0,8
ewandro-costa,Ewandro Costa (288499),22/23,,Ligament injury,2022-09-12,2022-10-12,31.0,4
gabriel-boschilia,Gabriel Boschilia (288496),22/23,,muscular problems,2022-11-07,2023-02-26,112.0,14
gabriel-boschilia,Gabriel Boschilia (288496),20/21,,Knee injury,2020-10-10,2021-05-12,215.0,48
gabriel-boschilia,Gabriel Boschilia (288496),18/19,Ligue 1,unknown injury,2019-04-01,2019-04-05,5.0,1
gabriel-boschilia,Gabriel Boschilia (288496),18/19,Ligue 1,Contracture,2018-12-23,2019-01-10,19.0,2
gabriel-boschilia,Gabriel Boschilia (288496),18/19,Ligue 1,Rest,2018-10-29,2018-10-31,3.0,1
gabriel-boschilia,Gabriel Boschilia (288496),17/18,Ligue 1,Knee bruise,2017-11-15,2018-01-12,59.0,12
gabriel-boschilia,Gabriel Boschilia (288496),17/18,Ligue 1,Fitness,2017-08-26,2017-10-02,38.0,7
raffaele-palladino,Raffaele Palladino (28855),18/19,,muscular problems,2019-04-22,2019-05-06,15.0,3
raffaele-palladino,Raffaele Palladino (28855),17/18,Serie A,unknown injury,2017-11-04,2017-11-19,16.0,2
raffaele-palladino,Raffaele Palladino (28855),17/18,Serie A,unknown injury,2017-07-14,2017-08-01,19.0,0
raffaele-schiavi,Raffaele Schiavi (28857),20/21,,Muscle injury,2021-03-14,2021-04-04,22.0,3
raffaele-schiavi,Raffaele Schiavi (28857),19/20,,Knee problems,2019-11-02,2019-11-13,12.0,2
raffaele-schiavi,Raffaele Schiavi (28857),19/20,,Foot bruise,2019-09-20,2019-10-30,41.0,7
manprit-sarkaria,Manprit Sarkaria (288690),23/24,Bundesliga,Broken ankle,2024-03-07,2024-05-18,73.0,14
manprit-sarkaria,Manprit Sarkaria (288690),23/24,Bundesliga,unknown injury,2024-02-17,2024-02-21,5.0,1
manprit-sarkaria,Manprit Sarkaria (288690),23/24,Bundesliga,Hamstring injury,2023-08-07,2023-08-25,19.0,4
manprit-sarkaria,Manprit Sarkaria (288690),22/23,Bundesliga,Ill,2023-03-18,2023-03-20,3.0,1
manprit-sarkaria,Manprit Sarkaria (288690),20/21,Bundesliga,Ill,2020-12-04,2020-12-14,11.0,2
mario-andric,Mario Andric (289042),21/22,Bundesliga,unknown injury,2021-10-07,2021-10-25,19.0,2
mario-andric,Mario Andric (289042),18/19,,Meniscus injury,2018-07-26,2018-09-14,51.0,8
simone-palombi,Simone Palombi (289065),23/24,,unknown injury,2023-12-11,2023-12-13,3.0,1
simone-palombi,Simone Palombi (289065),23/24,,unknown injury,2023-11-06,2023-11-08,3.0,1
simone-palombi,Simone Palombi (289065),23/24,,unknown injury,2023-10-08,2023-10-30,23.0,4
simone-palombi,Simone Palombi (289065),22/23,,unknown injury,2022-08-08,2022-11-18,103.0,14
